sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 32, tps: 886.87, reads: 12857.10, writes: 3670.46, response time: 44.81ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 32, tps: 976.01, reads: 13624.14, writes: 3790.04, response time: 44.94ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 32, tps: 944.00, reads: 13262.95, writes: 3890.98, response time: 59.87ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 32, tps: 1032.00, reads: 14441.02, writes: 4123.01, response time: 57.67ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 32, tps: 1022.01, reads: 14191.20, writes: 3969.06, response time: 60.55ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 32, tps: 1063.00, reads: 14607.00, writes: 4252.00, response time: 57.24ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 32, tps: 984.97, reads: 14183.51, writes: 4059.86, response time: 60.28ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 32, tps: 1091.02, reads: 15264.26, writes: 4328.07, response time: 56.15ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 32, tps: 1030.02, reads: 14301.23, writes: 4037.07, response time: 62.21ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 32, tps: 1091.00, reads: 15315.05, writes: 4366.02, response time: 55.37ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 32, tps: 1058.99, reads: 14901.90, writes: 4300.97, response time: 57.89ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 32, tps: 1049.01, reads: 14700.14, writes: 4224.04, response time: 56.17ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 32, tps: 1029.99, reads: 14419.83, writes: 4137.95, response time: 58.19ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 32, tps: 1075.99, reads: 15038.80, writes: 4304.94, response time: 55.68ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 32, tps: 1053.02, reads: 14756.32, writes: 4198.09, response time: 55.02ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 32, tps: 1054.00, reads: 14602.00, writes: 4115.00, response time: 57.95ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 32, tps: 992.97, reads: 14069.58, writes: 4099.88, response time: 58.16ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 32, tps: 1025.01, reads: 14350.18, writes: 4099.05, response time: 57.93ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 32, tps: 1068.99, reads: 14957.82, writes: 4249.95, response time: 55.82ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 32, tps: 1044.01, reads: 14603.18, writes: 4116.05, response time: 60.17ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 32, tps: 1052.02, reads: 14677.27, writes: 4172.08, response time: 61.23ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 32, tps: 1062.00, reads: 14937.01, writes: 4325.00, response time: 53.03ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 32, tps: 1043.00, reads: 14604.00, writes: 4187.00, response time: 57.65ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 32, tps: 1070.00, reads: 14916.98, writes: 4199.00, response time: 56.09ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 32, tps: 1069.96, reads: 15003.44, writes: 4280.84, response time: 55.70ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 32, tps: 1081.03, reads: 14942.35, writes: 4355.10, response time: 52.51ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 32, tps: 1033.99, reads: 14698.86, writes: 4156.96, response time: 58.10ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 32, tps: 1053.02, reads: 14377.26, writes: 4145.08, response time: 57.72ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 32, tps: 1054.00, reads: 14907.05, writes: 4217.01, response time: 56.78ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 32, tps: 1054.00, reads: 14906.01, writes: 4224.00, response time: 58.19ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 32, tps: 1016.98, reads: 14310.72, writes: 4184.92, response time: 60.43ms (99%), errors: 0.00, reconnects:  0.00
