sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 1
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 1, tps: 40.99, reads: 573.89, writes: 163.97, response time: 35.48ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 1, tps: 44.00, reads: 629.97, writes: 177.99, response time: 34.91ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 1, tps: 50.00, reads: 692.02, writes: 198.01, response time: 36.19ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 1, tps: 47.00, reads: 665.98, writes: 191.99, response time: 32.14ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 1, tps: 48.00, reads: 658.99, writes: 188.00, response time: 33.75ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 1, tps: 51.00, reads: 727.01, writes: 206.00, response time: 28.95ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 1, tps: 50.00, reads: 687.99, writes: 198.00, response time: 28.75ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 1, tps: 52.00, reads: 730.01, writes: 208.00, response time: 30.25ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 1, tps: 48.00, reads: 682.00, writes: 196.00, response time: 30.82ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 1, tps: 54.00, reads: 756.00, writes: 213.00, response time: 25.56ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 1, tps: 51.00, reads: 699.99, writes: 203.00, response time: 27.32ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 1, tps: 49.00, reads: 700.01, writes: 198.00, response time: 39.98ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 1, tps: 52.00, reads: 726.99, writes: 206.00, response time: 25.27ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 1, tps: 54.00, reads: 757.01, writes: 217.00, response time: 25.62ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 1, tps: 52.00, reads: 717.99, writes: 207.00, response time: 30.99ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 1, tps: 51.00, reads: 711.01, writes: 204.00, response time: 28.16ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 1, tps: 51.00, reads: 717.00, writes: 204.00, response time: 27.34ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 1, tps: 52.00, reads: 736.00, writes: 208.00, response time: 28.55ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 1, tps: 50.00, reads: 698.99, writes: 200.00, response time: 29.40ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 1, tps: 51.00, reads: 713.01, writes: 204.00, response time: 27.05ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 1, tps: 51.00, reads: 709.01, writes: 204.00, response time: 26.92ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 1, tps: 52.00, reads: 733.99, writes: 208.00, response time: 26.24ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 1, tps: 50.00, reads: 701.99, writes: 200.00, response time: 34.91ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 1, tps: 51.00, reads: 712.00, writes: 204.00, response time: 26.48ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 1, tps: 51.00, reads: 717.01, writes: 208.00, response time: 27.62ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 1, tps: 51.00, reads: 713.02, writes: 200.00, response time: 27.92ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 1, tps: 50.00, reads: 687.98, writes: 199.99, response time: 37.21ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 1, tps: 51.00, reads: 713.00, writes: 204.00, response time: 29.64ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 1, tps: 50.00, reads: 704.00, writes: 200.00, response time: 37.17ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 1, tps: 50.00, reads: 698.00, writes: 200.00, response time: 27.90ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 1, tps: 48.00, reads: 684.00, writes: 196.00, response time: 28.29ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 1, tps: 50.00, reads: 698.00, writes: 196.00, response time: 28.39ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 1, tps: 51.00, reads: 716.00, writes: 206.00, response time: 29.82ms (99%), errors: 0.00, reconnects:  0.00
