sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 4
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 4, tps: 193.97, reads: 2764.61, writes: 776.89, response time: 30.45ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 4, tps: 188.99, reads: 2646.88, writes: 758.96, response time: 34.24ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 4, tps: 191.00, reads: 2668.06, writes: 772.02, response time: 30.00ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 4, tps: 195.99, reads: 2751.92, writes: 774.98, response time: 32.08ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 4, tps: 193.00, reads: 2704.97, writes: 780.99, response time: 31.20ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 4, tps: 189.00, reads: 2606.03, writes: 744.01, response time: 32.11ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 4, tps: 187.00, reads: 2650.98, writes: 757.00, response time: 30.99ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 4, tps: 193.00, reads: 2704.99, writes: 768.00, response time: 32.58ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 4, tps: 195.00, reads: 2722.07, writes: 783.02, response time: 33.58ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 4, tps: 198.01, reads: 2758.07, writes: 787.02, response time: 30.11ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 4, tps: 195.00, reads: 2741.93, writes: 783.98, response time: 30.71ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 4, tps: 193.00, reads: 2697.99, writes: 773.00, response time: 29.42ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 4, tps: 189.00, reads: 2654.01, writes: 750.00, response time: 31.23ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 4, tps: 191.00, reads: 2671.96, writes: 770.99, response time: 33.39ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 4, tps: 192.00, reads: 2687.98, writes: 761.99, response time: 32.12ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 4, tps: 191.00, reads: 2674.07, writes: 767.02, response time: 31.25ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 4, tps: 193.00, reads: 2689.94, writes: 771.98, response time: 30.33ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 4, tps: 185.00, reads: 2613.01, writes: 743.00, response time: 39.86ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 4, tps: 195.00, reads: 2708.98, writes: 771.00, response time: 34.32ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 4, tps: 189.01, reads: 2656.09, writes: 760.03, response time: 33.12ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 4, tps: 192.01, reads: 2686.11, writes: 770.03, response time: 33.03ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 4, tps: 196.99, reads: 2767.88, writes: 784.97, response time: 33.03ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 4, tps: 194.00, reads: 2698.93, writes: 772.98, response time: 31.48ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 4, tps: 193.00, reads: 2693.02, writes: 775.01, response time: 30.33ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 4, tps: 195.00, reads: 2734.07, writes: 781.02, response time: 30.85ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 4, tps: 198.00, reads: 2742.99, writes: 788.00, response time: 33.48ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 4, tps: 188.99, reads: 2677.93, writes: 759.98, response time: 51.62ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 4, tps: 197.01, reads: 2770.14, writes: 792.04, response time: 30.16ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 4, tps: 188.99, reads: 2646.85, writes: 747.96, response time: 34.12ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 4, tps: 195.00, reads: 2736.01, writes: 780.00, response time: 31.42ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 4, tps: 191.00, reads: 2662.99, writes: 769.00, response time: 32.78ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 4, tps: 192.01, reads: 2694.11, writes: 773.03, response time: 31.24ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 4, tps: 193.00, reads: 2691.98, writes: 769.99, response time: 31.69ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 4, tps: 200.00, reads: 2814.02, writes: 799.00, response time: 30.78ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 4, tps: 198.99, reads: 2774.91, writes: 788.98, response time: 29.95ms (99%), errors: 0.00, reconnects:  0.00
[  36s] threads: 4, tps: 196.01, reads: 2748.08, writes: 788.02, response time: 28.10ms (99%), errors: 0.00, reconnects:  0.00
[  37s] threads: 4, tps: 187.99, reads: 2616.90, writes: 753.97, response time: 31.86ms (99%), errors: 0.00, reconnects:  0.00
[  38s] threads: 4, tps: 195.00, reads: 2758.04, writes: 786.01, response time: 29.78ms (99%), errors: 0.00, reconnects:  0.00
[  39s] threads: 4, tps: 190.00, reads: 2651.99, writes: 754.00, response time: 33.48ms (99%), errors: 0.00, reconnects:  0.00
[  40s] threads: 4, tps: 197.00, reads: 2745.01, writes: 784.00, response time: 30.39ms (99%), errors: 0.00, reconnects:  0.00
[  41s] threads: 4, tps: 191.00, reads: 2681.04, writes: 767.01, response time: 33.15ms (99%), errors: 0.00, reconnects:  0.00
[  42s] threads: 4, tps: 190.00, reads: 2668.95, writes: 763.99, response time: 30.83ms (99%), errors: 0.00, reconnects:  0.00
[  43s] threads: 4, tps: 187.00, reads: 2616.98, writes: 742.99, response time: 33.85ms (99%), errors: 0.00, reconnects:  0.00
[  44s] threads: 4, tps: 190.00, reads: 2664.07, writes: 764.02, response time: 30.54ms (99%), errors: 0.00, reconnects:  0.00
[  45s] threads: 4, tps: 192.00, reads: 2654.94, writes: 759.98, response time: 30.64ms (99%), errors: 0.00, reconnects:  0.00
[  46s] threads: 4, tps: 200.01, reads: 2826.08, writes: 808.02, response time: 29.04ms (99%), errors: 0.00, reconnects:  0.00
[  47s] threads: 4, tps: 189.00, reads: 2642.96, writes: 753.99, response time: 29.42ms (99%), errors: 0.00, reconnects:  0.00
[  48s] threads: 4, tps: 199.00, reads: 2796.00, writes: 793.00, response time: 30.66ms (99%), errors: 0.00, reconnects:  0.00
[  49s] threads: 4, tps: 192.00, reads: 2686.95, writes: 766.99, response time: 31.32ms (99%), errors: 0.00, reconnects:  0.00
[  50s] threads: 4, tps: 203.00, reads: 2838.01, writes: 816.00, response time: 30.82ms (99%), errors: 0.00, reconnects:  0.00
[  51s] threads: 4, tps: 190.00, reads: 2660.99, writes: 760.00, response time: 32.36ms (99%), errors: 0.00, reconnects:  0.00
[  52s] threads: 4, tps: 189.00, reads: 2645.02, writes: 758.00, response time: 61.93ms (99%), errors: 0.00, reconnects:  0.00
