sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 2
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 2, tps: 79.98, reads: 1147.69, writes: 326.91, response time: 45.65ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 2, tps: 77.00, reads: 1074.01, writes: 305.00, response time: 44.21ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 2, tps: 77.00, reads: 1082.03, writes: 312.01, response time: 45.76ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 2, tps: 78.00, reads: 1077.96, writes: 306.99, response time: 44.17ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 2, tps: 81.00, reads: 1137.03, writes: 325.01, response time: 44.78ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 2, tps: 84.00, reads: 1182.96, writes: 333.99, response time: 44.53ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 2, tps: 84.00, reads: 1172.04, writes: 334.01, response time: 40.90ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 2, tps: 87.00, reads: 1226.01, writes: 354.00, response time: 42.13ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 2, tps: 75.00, reads: 1049.96, writes: 300.99, response time: 43.72ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 2, tps: 82.00, reads: 1138.01, writes: 325.00, response time: 42.76ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 2, tps: 81.00, reads: 1136.02, writes: 320.00, response time: 40.10ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 2, tps: 83.00, reads: 1170.00, writes: 338.00, response time: 44.53ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 2, tps: 75.00, reads: 1022.04, writes: 294.01, response time: 45.50ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 2, tps: 78.99, reads: 1130.93, writes: 319.98, response time: 41.68ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 2, tps: 79.00, reads: 1099.01, writes: 316.00, response time: 42.04ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 2, tps: 84.00, reads: 1183.98, writes: 333.00, response time: 41.53ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 2, tps: 84.00, reads: 1158.02, writes: 335.01, response time: 43.55ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 2, tps: 72.00, reads: 1015.00, writes: 288.00, response time: 45.92ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 2, tps: 81.00, reads: 1144.00, writes: 328.00, response time: 45.50ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 2, tps: 81.00, reads: 1137.01, writes: 323.00, response time: 44.75ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 2, tps: 77.00, reads: 1063.98, writes: 308.00, response time: 45.16ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 2, tps: 81.00, reads: 1136.00, writes: 321.00, response time: 41.29ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 2, tps: 79.00, reads: 1106.02, writes: 320.01, response time: 41.19ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 2, tps: 81.00, reads: 1131.99, writes: 320.00, response time: 42.75ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 2, tps: 79.00, reads: 1120.00, writes: 322.00, response time: 42.67ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 2, tps: 79.00, reads: 1095.03, writes: 312.01, response time: 41.81ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 2, tps: 77.00, reads: 1088.98, writes: 312.99, response time: 41.33ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 2, tps: 77.00, reads: 1078.00, writes: 307.00, response time: 44.58ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 2, tps: 80.00, reads: 1115.98, writes: 314.00, response time: 40.79ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 2, tps: 84.00, reads: 1175.01, writes: 336.00, response time: 42.51ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 2, tps: 82.00, reads: 1135.99, writes: 328.00, response time: 43.02ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 2, tps: 79.00, reads: 1114.02, writes: 316.01, response time: 42.09ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 2, tps: 83.00, reads: 1163.03, writes: 332.01, response time: 42.83ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 2, tps: 78.00, reads: 1099.96, writes: 315.99, response time: 40.74ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 2, tps: 81.00, reads: 1129.04, writes: 320.01, response time: 46.03ms (99%), errors: 0.00, reconnects:  0.00
[  36s] threads: 2, tps: 78.00, reads: 1096.97, writes: 315.99, response time: 38.43ms (99%), errors: 0.00, reconnects:  0.00
[  37s] threads: 2, tps: 80.00, reads: 1119.01, writes: 319.00, response time: 41.32ms (99%), errors: 0.00, reconnects:  0.00
[  38s] threads: 2, tps: 82.00, reads: 1133.98, writes: 324.99, response time: 41.43ms (99%), errors: 0.00, reconnects:  0.00
