sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 32, tps: 1211.84, reads: 17291.79, writes: 4847.38, response time: 93.52ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 32, tps: 1299.98, reads: 18297.75, writes: 5259.93, response time: 28.48ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 32, tps: 1213.99, reads: 16571.92, writes: 4795.98, response time: 102.98ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 32, tps: 1307.03, reads: 18682.40, writes: 5229.11, response time: 28.02ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 32, tps: 1205.93, reads: 16946.98, writes: 4950.70, response time: 80.95ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 32, tps: 1339.08, reads: 18487.13, writes: 5228.32, response time: 29.41ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 32, tps: 1171.94, reads: 16667.16, writes: 4815.76, response time: 75.48ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 32, tps: 1343.07, reads: 18760.94, writes: 5252.26, response time: 28.00ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 32, tps: 1135.99, reads: 15939.87, writes: 4625.96, response time: 108.94ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 32, tps: 1343.01, reads: 18650.14, writes: 5282.04, response time: 28.10ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 32, tps: 1237.00, reads: 17175.03, writes: 4948.01, response time: 33.19ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 32, tps: 1309.98, reads: 18636.70, writes: 5320.92, response time: 46.66ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 32, tps: 1180.99, reads: 16537.84, writes: 4767.95, response time: 79.80ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 32, tps: 1363.03, reads: 19007.44, writes: 5327.12, response time: 28.46ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 32, tps: 1174.00, reads: 16259.02, writes: 4720.01, response time: 103.14ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 32, tps: 1335.98, reads: 18884.68, writes: 5323.91, response time: 29.67ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 32, tps: 1183.02, reads: 16292.24, writes: 4728.07, response time: 86.28ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 32, tps: 1301.00, reads: 18253.02, writes: 5204.01, response time: 27.94ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 32, tps: 1177.00, reads: 16719.04, writes: 4713.01, response time: 102.15ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 32, tps: 1341.00, reads: 18831.97, writes: 5431.99, response time: 29.32ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 32, tps: 1210.00, reads: 16693.00, writes: 4767.00, response time: 63.91ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 32, tps: 1308.00, reads: 18480.94, writes: 5231.98, response time: 29.74ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 32, tps: 1177.98, reads: 16281.79, writes: 4713.94, response time: 107.23ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 32, tps: 1336.02, reads: 18858.31, writes: 5342.09, response time: 29.99ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 32, tps: 1177.99, reads: 16627.80, writes: 4817.94, response time: 109.04ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 32, tps: 1337.02, reads: 18700.25, writes: 5339.07, response time: 29.20ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 32, tps: 1207.00, reads: 16515.99, writes: 4743.00, response time: 84.37ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 32, tps: 1331.00, reads: 18784.97, writes: 5314.99, response time: 32.38ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 32, tps: 1157.00, reads: 16196.01, writes: 4681.00, response time: 113.16ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 32, tps: 1372.00, reads: 19431.93, writes: 5445.98, response time: 30.23ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 32, tps: 1235.00, reads: 17213.03, writes: 4930.01, response time: 83.19ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 32, tps: 1343.00, reads: 18459.00, writes: 5368.00, response time: 28.81ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 32, tps: 1185.00, reads: 16739.00, writes: 4772.00, response time: 84.55ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 32, tps: 1340.00, reads: 18809.03, writes: 5328.01, response time: 30.61ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 32, tps: 1180.00, reads: 16601.98, writes: 4720.99, response time: 136.90ms (99%), errors: 0.00, reconnects:  0.00
