sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 2
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 2, tps: 127.98, reads: 1793.70, writes: 511.91, response time: 23.67ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 2, tps: 130.00, reads: 1839.03, writes: 524.01, response time: 21.90ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 2, tps: 132.00, reads: 1837.99, writes: 524.00, response time: 23.33ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 2, tps: 134.00, reads: 1872.99, writes: 536.00, response time: 19.67ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 2, tps: 132.00, reads: 1868.02, writes: 536.01, response time: 23.50ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 2, tps: 137.00, reads: 1899.97, writes: 539.99, response time: 20.28ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 2, tps: 133.00, reads: 1858.02, writes: 532.00, response time: 26.40ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 2, tps: 135.00, reads: 1903.98, writes: 544.00, response time: 23.19ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 2, tps: 132.00, reads: 1843.04, writes: 528.01, response time: 20.35ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 2, tps: 131.00, reads: 1845.97, writes: 523.99, response time: 23.41ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 2, tps: 132.00, reads: 1831.02, writes: 524.01, response time: 20.85ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 2, tps: 131.00, reads: 1848.01, writes: 528.00, response time: 20.89ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 2, tps: 134.00, reads: 1863.99, writes: 532.00, response time: 20.00ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 2, tps: 130.00, reads: 1836.00, writes: 524.00, response time: 24.47ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 2, tps: 134.00, reads: 1860.00, writes: 532.00, response time: 22.02ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 2, tps: 132.00, reads: 1850.01, writes: 528.00, response time: 20.86ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 2, tps: 134.00, reads: 1872.99, writes: 536.00, response time: 22.53ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 2, tps: 134.00, reads: 1886.00, writes: 536.00, response time: 24.46ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 2, tps: 132.00, reads: 1841.99, writes: 532.00, response time: 21.06ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 2, tps: 133.00, reads: 1875.00, writes: 534.00, response time: 23.98ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 2, tps: 133.00, reads: 1855.99, writes: 526.00, response time: 21.18ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 2, tps: 133.00, reads: 1861.01, writes: 532.00, response time: 22.94ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 2, tps: 134.00, reads: 1863.99, writes: 536.00, response time: 20.30ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 2, tps: 134.00, reads: 1880.99, writes: 536.00, response time: 24.99ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 2, tps: 134.00, reads: 1884.02, writes: 536.01, response time: 20.37ms (99%), errors: 0.00, reconnects:  0.00
