sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 1024
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 1024, tps: 4406.31, reads: 74489.03, writes: 21273.26, response time: 255.07ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 1024, tps: 5467.05, reads: 77914.65, writes: 21602.18, response time: 219.02ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 1024, tps: 5563.00, reads: 76145.04, writes: 22324.01, response time: 218.04ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 1024, tps: 5199.00, reads: 73584.04, writes: 18163.01, response time: 240.39ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 1024, tps: 5621.98, reads: 78014.76, writes: 21881.93, response time: 225.68ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 1024, tps: 5279.94, reads: 69437.21, writes: 20901.76, response time: 247.55ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 1024, tps: 5266.07, reads: 74341.97, writes: 21058.28, response time: 209.85ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 1024, tps: 5244.01, reads: 66026.09, writes: 20956.03, response time: 222.99ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 1024, tps: 5191.00, reads: 74002.94, writes: 20750.98, response time: 207.66ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 1024, tps: 4328.97, reads: 72175.55, writes: 20789.87, response time: 230.67ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 1024, tps: 5192.03, reads: 72624.47, writes: 20980.14, response time: 216.09ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 1024, tps: 5446.00, reads: 75565.99, writes: 19010.00, response time: 230.46ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 1024, tps: 5518.96, reads: 77487.45, writes: 21685.85, response time: 209.47ms (99%), errors: 0.00, reconnects:  0.00
