sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 4
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 4, tps: 158.96, reads: 2261.39, writes: 635.83, response time: 45.06ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 4, tps: 161.00, reads: 2255.05, writes: 644.02, response time: 39.49ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 4, tps: 168.00, reads: 2361.04, writes: 674.01, response time: 43.66ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 4, tps: 158.99, reads: 2229.91, writes: 637.97, response time: 40.23ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 4, tps: 168.00, reads: 2355.04, writes: 678.01, response time: 41.05ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 4, tps: 174.00, reads: 2416.96, writes: 688.99, response time: 45.28ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 4, tps: 159.00, reads: 2242.02, writes: 633.01, response time: 38.79ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 4, tps: 167.00, reads: 2342.00, writes: 672.00, response time: 44.70ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 4, tps: 166.00, reads: 2319.01, writes: 670.00, response time: 42.39ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 4, tps: 164.00, reads: 2302.98, writes: 661.99, response time: 41.30ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 4, tps: 168.01, reads: 2349.09, writes: 664.03, response time: 38.54ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 4, tps: 156.00, reads: 2168.94, writes: 615.98, response time: 41.85ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 4, tps: 163.00, reads: 2299.98, writes: 666.99, response time: 44.93ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 4, tps: 180.00, reads: 2512.01, writes: 712.00, response time: 39.26ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 4, tps: 162.00, reads: 2273.05, writes: 645.01, response time: 43.92ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 4, tps: 165.00, reads: 2307.94, writes: 661.98, response time: 42.87ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 4, tps: 163.00, reads: 2262.02, writes: 648.00, response time: 44.77ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 4, tps: 164.00, reads: 2301.03, writes: 654.01, response time: 42.73ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 4, tps: 161.00, reads: 2265.01, writes: 649.00, response time: 42.70ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 4, tps: 164.00, reads: 2305.03, writes: 664.01, response time: 38.78ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 4, tps: 157.99, reads: 2179.87, writes: 619.96, response time: 42.78ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 4, tps: 164.00, reads: 2297.07, writes: 655.02, response time: 41.54ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 4, tps: 163.00, reads: 2300.98, writes: 656.00, response time: 42.80ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 4, tps: 165.00, reads: 2306.03, writes: 661.01, response time: 43.01ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 4, tps: 152.00, reads: 2135.00, writes: 615.00, response time: 51.67ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 4, tps: 160.00, reads: 2229.01, writes: 632.00, response time: 43.07ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 4, tps: 164.00, reads: 2303.99, writes: 656.00, response time: 53.64ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 4, tps: 164.00, reads: 2289.02, writes: 655.00, response time: 41.47ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 4, tps: 163.00, reads: 2274.95, writes: 652.99, response time: 46.18ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 4, tps: 169.00, reads: 2382.05, writes: 677.01, response time: 44.53ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 4, tps: 161.00, reads: 2255.96, writes: 643.99, response time: 46.16ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 4, tps: 170.00, reads: 2371.01, writes: 682.00, response time: 39.06ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 4, tps: 169.00, reads: 2351.02, writes: 670.00, response time: 42.50ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 4, tps: 166.00, reads: 2353.02, writes: 666.01, response time: 39.95ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 4, tps: 164.00, reads: 2288.04, writes: 661.01, response time: 45.94ms (99%), errors: 0.00, reconnects:  0.00
[  36s] threads: 4, tps: 175.00, reads: 2457.97, writes: 699.99, response time: 42.24ms (99%), errors: 0.00, reconnects:  0.00
[  37s] threads: 4, tps: 162.00, reads: 2236.96, writes: 642.99, response time: 49.36ms (99%), errors: 0.00, reconnects:  0.00
[  38s] threads: 4, tps: 162.00, reads: 2262.03, writes: 646.01, response time: 42.24ms (99%), errors: 0.00, reconnects:  0.00
[  39s] threads: 4, tps: 167.00, reads: 2372.03, writes: 671.01, response time: 42.02ms (99%), errors: 0.00, reconnects:  0.00
[  40s] threads: 4, tps: 167.00, reads: 2336.95, writes: 667.99, response time: 41.32ms (99%), errors: 0.00, reconnects:  0.00
[  41s] threads: 4, tps: 165.00, reads: 2303.01, writes: 656.00, response time: 44.39ms (99%), errors: 0.00, reconnects:  0.00
[  42s] threads: 4, tps: 165.00, reads: 2316.00, writes: 664.00, response time: 39.85ms (99%), errors: 0.00, reconnects:  0.00
[  43s] threads: 4, tps: 160.00, reads: 2248.04, writes: 649.01, response time: 46.28ms (99%), errors: 0.00, reconnects:  0.00
[  44s] threads: 4, tps: 168.00, reads: 2339.97, writes: 663.99, response time: 40.22ms (99%), errors: 0.00, reconnects:  0.00
[  45s] threads: 4, tps: 161.00, reads: 2250.98, writes: 643.00, response time: 44.90ms (99%), errors: 0.00, reconnects:  0.00
[  46s] threads: 4, tps: 170.00, reads: 2395.02, writes: 683.00, response time: 40.52ms (99%), errors: 0.00, reconnects:  0.00
[  47s] threads: 4, tps: 162.00, reads: 2264.02, writes: 643.01, response time: 41.49ms (99%), errors: 0.00, reconnects:  0.00
[  48s] threads: 4, tps: 169.00, reads: 2355.97, writes: 680.99, response time: 39.15ms (99%), errors: 0.00, reconnects:  0.00
[  49s] threads: 4, tps: 162.00, reads: 2264.01, writes: 641.00, response time: 43.70ms (99%), errors: 0.00, reconnects:  0.00
[  50s] threads: 4, tps: 174.00, reads: 2448.99, writes: 702.00, response time: 40.06ms (99%), errors: 0.00, reconnects:  0.00
[  51s] threads: 4, tps: 165.00, reads: 2309.05, writes: 654.01, response time: 41.21ms (99%), errors: 0.00, reconnects:  0.00
[  52s] threads: 4, tps: 167.00, reads: 2328.95, writes: 670.99, response time: 40.42ms (99%), errors: 0.00, reconnects:  0.00
[  53s] threads: 4, tps: 161.00, reads: 2262.99, writes: 646.00, response time: 39.70ms (99%), errors: 0.00, reconnects:  0.00
[  54s] threads: 4, tps: 171.00, reads: 2391.01, writes: 679.00, response time: 40.05ms (99%), errors: 0.00, reconnects:  0.00
[  55s] threads: 4, tps: 165.00, reads: 2301.04, writes: 666.01, response time: 45.94ms (99%), errors: 0.00, reconnects:  0.00
[  56s] threads: 4, tps: 165.00, reads: 2288.97, writes: 653.99, response time: 41.71ms (99%), errors: 0.00, reconnects:  0.00
[  57s] threads: 4, tps: 166.00, reads: 2320.05, writes: 664.01, response time: 46.25ms (99%), errors: 0.00, reconnects:  0.00
[  58s] threads: 4, tps: 168.00, reads: 2394.94, writes: 683.98, response time: 39.98ms (99%), errors: 0.00, reconnects:  0.00
[  59s] threads: 4, tps: 169.01, reads: 2353.08, writes: 672.02, response time: 44.42ms (99%), errors: 0.00, reconnects:  0.00
[  60s] threads: 4, tps: 158.99, reads: 2235.92, writes: 635.98, response time: 41.08ms (99%), errors: 0.00, reconnects:  0.00
[  61s] threads: 4, tps: 163.00, reads: 2285.06, writes: 655.02, response time: 45.06ms (99%), errors: 0.00, reconnects:  0.00
[  62s] threads: 4, tps: 168.99, reads: 2339.92, writes: 668.98, response time: 40.00ms (99%), errors: 0.00, reconnects:  0.00
[  63s] threads: 4, tps: 162.00, reads: 2289.06, writes: 649.02, response time: 49.73ms (99%), errors: 0.00, reconnects:  0.00
[  64s] threads: 4, tps: 166.00, reads: 2288.95, writes: 658.99, response time: 38.95ms (99%), errors: 0.00, reconnects:  0.00
[  65s] threads: 4, tps: 161.00, reads: 2278.00, writes: 644.00, response time: 41.83ms (99%), errors: 0.00, reconnects:  0.00
[  66s] threads: 4, tps: 164.00, reads: 2295.00, writes: 659.00, response time: 40.38ms (99%), errors: 0.00, reconnects:  0.00
[  67s] threads: 4, tps: 170.00, reads: 2390.05, writes: 677.01, response time: 41.65ms (99%), errors: 0.00, reconnects:  0.00
[  68s] threads: 4, tps: 167.00, reads: 2334.03, writes: 676.01, response time: 39.23ms (99%), errors: 0.00, reconnects:  0.00
[  69s] threads: 4, tps: 159.99, reads: 2250.89, writes: 639.97, response time: 44.58ms (99%), errors: 0.00, reconnects:  0.00
[  70s] threads: 4, tps: 171.00, reads: 2350.05, writes: 676.01, response time: 38.74ms (99%), errors: 0.00, reconnects:  0.00
[  71s] threads: 4, tps: 155.00, reads: 2214.03, writes: 636.01, response time: 40.73ms (99%), errors: 0.00, reconnects:  0.00
[  72s] threads: 4, tps: 173.00, reads: 2406.98, writes: 677.99, response time: 44.06ms (99%), errors: 0.00, reconnects:  0.00
[  73s] threads: 4, tps: 164.00, reads: 2306.95, writes: 663.99, response time: 42.09ms (99%), errors: 0.00, reconnects:  0.00
[  74s] threads: 4, tps: 162.00, reads: 2265.01, writes: 642.00, response time: 40.07ms (99%), errors: 0.00, reconnects:  0.00
[  75s] threads: 4, tps: 162.01, reads: 2274.07, writes: 652.02, response time: 44.34ms (99%), errors: 0.00, reconnects:  0.00
[  76s] threads: 4, tps: 167.00, reads: 2325.94, writes: 662.98, response time: 41.96ms (99%), errors: 0.00, reconnects:  0.00
[  77s] threads: 4, tps: 163.00, reads: 2288.98, writes: 657.99, response time: 46.16ms (99%), errors: 0.00, reconnects:  0.00
[  78s] threads: 4, tps: 171.00, reads: 2400.02, writes: 679.01, response time: 42.70ms (99%), errors: 0.00, reconnects:  0.00
[  79s] threads: 4, tps: 164.00, reads: 2267.01, writes: 652.00, response time: 45.95ms (99%), errors: 0.00, reconnects:  0.00
[  80s] threads: 4, tps: 172.00, reads: 2417.00, writes: 691.00, response time: 38.48ms (99%), errors: 0.00, reconnects:  0.00
[  81s] threads: 4, tps: 161.00, reads: 2256.98, writes: 644.99, response time: 45.05ms (99%), errors: 0.00, reconnects:  0.00
[  82s] threads: 4, tps: 165.00, reads: 2300.01, writes: 660.00, response time: 41.66ms (99%), errors: 0.00, reconnects:  0.00
[  83s] threads: 4, tps: 162.00, reads: 2290.99, writes: 653.00, response time: 47.35ms (99%), errors: 0.00, reconnects:  0.00
[  84s] threads: 4, tps: 165.00, reads: 2312.00, writes: 657.00, response time: 41.96ms (99%), errors: 0.00, reconnects:  0.00
[  85s] threads: 4, tps: 154.00, reads: 2152.01, writes: 617.00, response time: 40.52ms (99%), errors: 0.00, reconnects:  0.00
[  86s] threads: 4, tps: 171.00, reads: 2393.00, writes: 686.00, response time: 39.67ms (99%), errors: 0.00, reconnects:  0.00
[  87s] threads: 4, tps: 169.00, reads: 2370.98, writes: 675.00, response time: 38.94ms (99%), errors: 0.00, reconnects:  0.00
[  88s] threads: 4, tps: 174.00, reads: 2405.00, writes: 688.00, response time: 43.88ms (99%), errors: 0.00, reconnects:  0.00
[  89s] threads: 4, tps: 173.00, reads: 2452.01, writes: 699.00, response time: 40.13ms (99%), errors: 0.00, reconnects:  0.00
[  90s] threads: 4, tps: 165.00, reads: 2290.04, writes: 661.01, response time: 42.90ms (99%), errors: 0.00, reconnects:  0.00
[  91s] threads: 4, tps: 167.00, reads: 2330.97, writes: 659.99, response time: 43.21ms (99%), errors: 0.00, reconnects:  0.00
[  92s] threads: 4, tps: 168.01, reads: 2355.08, writes: 676.02, response time: 50.46ms (99%), errors: 0.00, reconnects:  0.00
[  93s] threads: 4, tps: 171.99, reads: 2415.89, writes: 687.97, response time: 41.96ms (99%), errors: 0.00, reconnects:  0.00
[  94s] threads: 4, tps: 165.00, reads: 2307.04, writes: 659.01, response time: 44.34ms (99%), errors: 0.00, reconnects:  0.00
[  95s] threads: 4, tps: 166.00, reads: 2332.99, writes: 665.00, response time: 44.29ms (99%), errors: 0.00, reconnects:  0.00
[  96s] threads: 4, tps: 156.00, reads: 2172.01, writes: 620.00, response time: 38.61ms (99%), errors: 0.00, reconnects:  0.00
[  97s] threads: 4, tps: 152.00, reads: 2144.98, writes: 617.99, response time: 48.15ms (99%), errors: 0.00, reconnects:  0.00
[  98s] threads: 4, tps: 168.00, reads: 2351.02, writes: 668.01, response time: 50.16ms (99%), errors: 0.00, reconnects:  0.00
[  99s] threads: 4, tps: 165.00, reads: 2299.99, writes: 658.00, response time: 39.81ms (99%), errors: 0.00, reconnects:  0.00
[ 100s] threads: 4, tps: 166.00, reads: 2311.00, writes: 662.00, response time: 40.82ms (99%), errors: 0.00, reconnects:  0.00
[ 101s] threads: 4, tps: 163.00, reads: 2310.07, writes: 662.02, response time: 46.95ms (99%), errors: 0.00, reconnects:  0.00
[ 102s] threads: 4, tps: 168.00, reads: 2325.96, writes: 662.99, response time: 41.83ms (99%), errors: 0.00, reconnects:  0.00
[ 103s] threads: 4, tps: 165.00, reads: 2330.98, writes: 662.99, response time: 45.06ms (99%), errors: 0.00, reconnects:  0.00
[ 104s] threads: 4, tps: 172.00, reads: 2403.00, writes: 686.00, response time: 40.61ms (99%), errors: 0.00, reconnects:  0.00
[ 105s] threads: 4, tps: 152.00, reads: 2125.00, writes: 610.00, response time: 45.59ms (99%), errors: 0.00, reconnects:  0.00
[ 106s] threads: 4, tps: 163.00, reads: 2299.01, writes: 657.00, response time: 40.41ms (99%), errors: 0.00, reconnects:  0.00
[ 107s] threads: 4, tps: 166.00, reads: 2319.97, writes: 656.99, response time: 41.59ms (99%), errors: 0.00, reconnects:  0.00
[ 108s] threads: 4, tps: 164.00, reads: 2266.05, writes: 652.01, response time: 39.84ms (99%), errors: 0.00, reconnects:  0.00
[ 109s] threads: 4, tps: 162.00, reads: 2272.01, writes: 648.00, response time: 42.20ms (99%), errors: 0.00, reconnects:  0.00
[ 110s] threads: 4, tps: 164.00, reads: 2321.02, writes: 660.01, response time: 45.66ms (99%), errors: 0.00, reconnects:  0.00
[ 111s] threads: 4, tps: 168.99, reads: 2369.93, writes: 674.98, response time: 43.94ms (99%), errors: 0.00, reconnects:  0.00
[ 112s] threads: 4, tps: 169.00, reads: 2362.01, writes: 681.00, response time: 42.71ms (99%), errors: 0.00, reconnects:  0.00
[ 113s] threads: 4, tps: 162.00, reads: 2259.03, writes: 644.01, response time: 41.76ms (99%), errors: 0.00, reconnects:  0.00
[ 114s] threads: 4, tps: 167.00, reads: 2325.96, writes: 667.99, response time: 43.68ms (99%), errors: 0.00, reconnects:  0.00
[ 115s] threads: 4, tps: 173.00, reads: 2435.98, writes: 695.99, response time: 43.38ms (99%), errors: 0.00, reconnects:  0.00
[ 116s] threads: 4, tps: 163.00, reads: 2275.00, writes: 651.00, response time: 44.55ms (99%), errors: 0.00, reconnects:  0.00
[ 117s] threads: 4, tps: 158.00, reads: 2201.01, writes: 625.00, response time: 48.52ms (99%), errors: 0.00, reconnects:  0.00
[ 118s] threads: 4, tps: 164.00, reads: 2309.01, writes: 659.00, response time: 39.89ms (99%), errors: 0.00, reconnects:  0.00
[ 119s] threads: 4, tps: 162.00, reads: 2262.99, writes: 646.00, response time: 44.88ms (99%), errors: 0.00, reconnects:  0.00
[ 120s] threads: 4, tps: 173.00, reads: 2415.00, writes: 693.00, response time: 42.18ms (99%), errors: 0.00, reconnects:  0.00
[ 121s] threads: 4, tps: 162.00, reads: 2285.99, writes: 654.00, response time: 44.09ms (99%), errors: 0.00, reconnects:  0.00
[ 122s] threads: 4, tps: 164.00, reads: 2295.01, writes: 654.00, response time: 41.02ms (99%), errors: 0.00, reconnects:  0.00
[ 123s] threads: 4, tps: 160.00, reads: 2235.03, writes: 635.01, response time: 44.79ms (99%), errors: 0.00, reconnects:  0.00
[ 124s] threads: 4, tps: 159.00, reads: 2239.96, writes: 642.99, response time: 40.25ms (99%), errors: 0.00, reconnects:  0.00
[ 125s] threads: 4, tps: 158.00, reads: 2196.00, writes: 628.00, response time: 42.20ms (99%), errors: 0.00, reconnects:  0.00
