sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 512
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 512, tps: 4604.21, reads: 67432.45, writes: 18416.85, response time: 127.41ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 512, tps: 4600.94, reads: 68547.13, writes: 18630.76, response time: 119.50ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 512, tps: 4608.08, reads: 64548.11, writes: 19215.33, response time: 156.36ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 512, tps: 4602.00, reads: 63129.99, writes: 17401.00, response time: 166.50ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 512, tps: 4603.00, reads: 65751.97, writes: 19727.99, response time: 125.36ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 512, tps: 4600.99, reads: 64053.89, writes: 17166.97, response time: 157.11ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 512, tps: 4606.89, reads: 64869.40, writes: 20393.50, response time: 118.50ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 512, tps: 4606.83, reads: 64495.56, writes: 18425.30, response time: 141.69ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 512, tps: 5117.34, reads: 67585.50, writes: 18423.23, response time: 139.54ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 512, tps: 4128.73, reads: 61859.00, writes: 18562.80, response time: 144.26ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 512, tps: 5119.28, reads: 67748.70, writes: 18429.01, response time: 134.18ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 512, tps: 4605.02, reads: 67089.33, writes: 18432.09, response time: 137.64ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 512, tps: 4607.01, reads: 65745.12, writes: 18766.03, response time: 124.62ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 512, tps: 4608.00, reads: 63256.07, writes: 18083.02, response time: 168.10ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 512, tps: 4604.99, reads: 65759.89, writes: 19498.97, response time: 134.66ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 512, tps: 4610.01, reads: 64552.10, writes: 18507.03, response time: 143.23ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 512, tps: 5110.00, reads: 65082.95, writes: 19292.99, response time: 122.18ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 512, tps: 4430.86, reads: 63751.94, writes: 18411.40, response time: 168.61ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 512, tps: 4774.10, reads: 66044.37, writes: 18408.38, response time: 152.02ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 512, tps: 4607.06, reads: 68578.84, writes: 18435.23, response time: 124.32ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 512, tps: 4607.89, reads: 65928.45, writes: 19205.55, response time: 131.16ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 512, tps: 4606.03, reads: 64475.47, writes: 18093.13, response time: 145.95ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 512, tps: 4603.05, reads: 64483.70, writes: 19981.22, response time: 141.95ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 512, tps: 4603.94, reads: 63150.21, writes: 16401.79, response time: 193.38ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 512, tps: 4588.08, reads: 64523.10, writes: 18384.31, response time: 149.94ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 512, tps: 4603.20, reads: 65392.91, writes: 18920.84, response time: 131.87ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 512, tps: 4599.69, reads: 64452.67, writes: 19893.66, response time: 127.71ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 512, tps: 5113.10, reads: 66469.26, writes: 18412.35, response time: 143.31ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 512, tps: 4622.01, reads: 67414.16, writes: 18488.04, response time: 147.62ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 512, tps: 4601.99, reads: 66265.91, writes: 18470.97, response time: 127.52ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 512, tps: 4614.80, reads: 65195.12, writes: 20436.10, response time: 138.13ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 512, tps: 4599.92, reads: 64387.87, writes: 18403.68, response time: 143.87ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 512, tps: 5115.27, reads: 65408.42, writes: 18416.96, response time: 152.70ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 512, tps: 4617.05, reads: 64987.70, writes: 18468.20, response time: 168.96ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 512, tps: 4609.92, reads: 65416.83, writes: 18443.67, response time: 162.85ms (99%), errors: 0.00, reconnects:  0.00
[  36s] threads: 512, tps: 4607.97, reads: 65797.57, writes: 18427.88, response time: 151.06ms (99%), errors: 0.00, reconnects:  0.00
[  37s] threads: 512, tps: 4600.12, reads: 66152.78, writes: 18400.50, response time: 129.60ms (99%), errors: 0.00, reconnects:  0.00
[  38s] threads: 512, tps: 4599.95, reads: 66348.23, writes: 19636.77, response time: 126.04ms (99%), errors: 0.00, reconnects:  0.00
[  39s] threads: 512, tps: 4607.76, reads: 64511.63, writes: 19234.00, response time: 124.99ms (99%), errors: 0.00, reconnects:  0.00
[  40s] threads: 512, tps: 4819.16, reads: 64370.20, writes: 18396.63, response time: 135.55ms (99%), errors: 0.00, reconnects:  0.00
[  41s] threads: 512, tps: 4894.14, reads: 70198.01, writes: 18418.53, response time: 124.69ms (99%), errors: 0.00, reconnects:  0.00
[  42s] threads: 512, tps: 4597.67, reads: 65767.21, writes: 20428.51, response time: 110.39ms (99%), errors: 0.00, reconnects:  0.00
[  43s] threads: 512, tps: 4602.13, reads: 64430.84, writes: 17028.49, response time: 142.16ms (99%), errors: 0.00, reconnects:  0.00
[  44s] threads: 512, tps: 4610.12, reads: 64087.69, writes: 17885.47, response time: 142.80ms (99%), errors: 0.00, reconnects:  0.00
[  45s] threads: 512, tps: 4605.09, reads: 64895.22, writes: 18640.35, response time: 135.88ms (99%), errors: 0.00, reconnects:  0.00
[  46s] threads: 512, tps: 5111.94, reads: 68110.17, writes: 20125.76, response time: 111.85ms (99%), errors: 0.00, reconnects:  0.00
[  47s] threads: 512, tps: 4592.06, reads: 62064.84, writes: 18372.25, response time: 146.78ms (99%), errors: 0.00, reconnects:  0.00
[  48s] threads: 512, tps: 4602.99, reads: 69778.88, writes: 18611.97, response time: 116.22ms (99%), errors: 0.00, reconnects:  0.00
[  49s] threads: 512, tps: 4604.00, reads: 62906.01, writes: 18233.00, response time: 149.31ms (99%), errors: 0.00, reconnects:  0.00
[  50s] threads: 512, tps: 4607.94, reads: 66442.12, writes: 19424.74, response time: 115.53ms (99%), errors: 0.00, reconnects:  0.00
[  51s] threads: 512, tps: 4605.91, reads: 64493.79, writes: 19454.63, response time: 120.54ms (99%), errors: 0.00, reconnects:  0.00
[  52s] threads: 512, tps: 4608.13, reads: 60646.72, writes: 16392.46, response time: 147.36ms (99%), errors: 0.00, reconnects:  0.00
[  53s] threads: 512, tps: 4646.03, reads: 68271.38, writes: 18622.10, response time: 122.21ms (99%), errors: 0.00, reconnects:  0.00
[  54s] threads: 512, tps: 4599.97, reads: 63885.54, writes: 18401.87, response time: 162.66ms (99%), errors: 0.00, reconnects:  0.00
[  55s] threads: 512, tps: 4653.01, reads: 66251.19, writes: 19007.05, response time: 120.76ms (99%), errors: 0.00, reconnects:  0.00
[  56s] threads: 512, tps: 4607.93, reads: 64521.06, writes: 18703.73, response time: 130.49ms (99%), errors: 0.00, reconnects:  0.00
[  57s] threads: 512, tps: 4606.05, reads: 64437.64, writes: 18062.18, response time: 153.11ms (99%), errors: 0.00, reconnects:  0.00
[  58s] threads: 512, tps: 4610.04, reads: 64590.54, writes: 19893.17, response time: 128.09ms (99%), errors: 0.00, reconnects:  0.00
[  59s] threads: 512, tps: 5122.99, reads: 66949.87, writes: 18685.96, response time: 137.35ms (99%), errors: 0.00, reconnects:  0.00
[  60s] threads: 512, tps: 4569.77, reads: 62044.94, writes: 18399.09, response time: 172.69ms (99%), errors: 0.00, reconnects:  0.00
[  61s] threads: 512, tps: 4665.23, reads: 65497.26, writes: 18540.92, response time: 130.03ms (99%), errors: 0.00, reconnects:  0.00
[  62s] threads: 512, tps: 4089.95, reads: 63811.20, writes: 18407.77, response time: 132.98ms (99%), errors: 0.00, reconnects:  0.00
[  63s] threads: 512, tps: 5117.05, reads: 64955.69, writes: 18420.20, response time: 132.98ms (99%), errors: 0.00, reconnects:  0.00
[  64s] threads: 512, tps: 4093.94, reads: 63998.05, writes: 18423.73, response time: 134.46ms (99%), errors: 0.00, reconnects:  0.00
[  65s] threads: 512, tps: 5119.07, reads: 66208.88, writes: 18432.25, response time: 136.57ms (99%), errors: 0.00, reconnects:  0.00
[  66s] threads: 512, tps: 4092.83, reads: 62751.43, writes: 18397.25, response time: 137.47ms (99%), errors: 0.00, reconnects:  0.00
[  67s] threads: 512, tps: 4631.20, reads: 64835.75, writes: 18333.78, response time: 172.18ms (99%), errors: 0.00, reconnects:  0.00
[  68s] threads: 512, tps: 4609.02, reads: 64358.22, writes: 16824.06, response time: 149.98ms (99%), errors: 0.00, reconnects:  0.00
[  69s] threads: 512, tps: 4606.67, reads: 64594.38, writes: 18457.68, response time: 153.85ms (99%), errors: 0.00, reconnects:  0.00
[  70s] threads: 512, tps: 4607.23, reads: 64561.19, writes: 18812.93, response time: 128.75ms (99%), errors: 0.00, reconnects:  0.00
[  71s] threads: 512, tps: 4608.01, reads: 64094.09, writes: 17873.02, response time: 186.00ms (99%), errors: 0.00, reconnects:  0.00
[  72s] threads: 512, tps: 4604.00, reads: 64821.94, writes: 18689.98, response time: 126.80ms (99%), errors: 0.00, reconnects:  0.00
[  73s] threads: 512, tps: 4604.98, reads: 64532.72, writes: 20102.91, response time: 140.17ms (99%), errors: 0.00, reconnects:  0.00
[  74s] threads: 512, tps: 4601.03, reads: 64414.48, writes: 18408.14, response time: 110.49ms (99%), errors: 0.00, reconnects:  0.00
[  75s] threads: 512, tps: 5119.07, reads: 65514.88, writes: 18432.25, response time: 155.38ms (99%), errors: 0.00, reconnects:  0.00
[  76s] threads: 512, tps: 4605.98, reads: 70631.67, writes: 20337.90, response time: 105.35ms (99%), errors: 0.00, reconnects:  0.00
[  77s] threads: 512, tps: 4604.92, reads: 63931.89, writes: 16534.71, response time: 152.43ms (99%), errors: 0.00, reconnects:  0.00
[  78s] threads: 512, tps: 5120.07, reads: 65245.94, writes: 20451.29, response time: 133.86ms (99%), errors: 0.00, reconnects:  0.00
[  79s] threads: 512, tps: 4101.96, reads: 64406.34, writes: 18455.81, response time: 154.08ms (99%), errors: 0.00, reconnects:  0.00
[  80s] threads: 512, tps: 5118.03, reads: 69827.47, writes: 18453.12, response time: 125.21ms (99%), errors: 0.00, reconnects:  0.00
[  81s] threads: 512, tps: 4609.97, reads: 59612.63, writes: 18417.89, response time: 188.18ms (99%), errors: 0.00, reconnects:  0.00
[  82s] threads: 512, tps: 4603.04, reads: 71015.67, writes: 18730.18, response time: 106.68ms (99%), errors: 0.00, reconnects:  0.00
[  83s] threads: 512, tps: 4606.05, reads: 63586.67, writes: 18100.19, response time: 149.00ms (99%), errors: 0.00, reconnects:  0.00
[  84s] threads: 512, tps: 4673.01, reads: 65842.08, writes: 20467.03, response time: 125.81ms (99%), errors: 0.00, reconnects:  0.00
[  85s] threads: 512, tps: 4598.94, reads: 63213.12, writes: 16624.77, response time: 190.96ms (99%), errors: 0.00, reconnects:  0.00
[  86s] threads: 512, tps: 4595.96, reads: 66172.43, writes: 20426.82, response time: 120.80ms (99%), errors: 0.00, reconnects:  0.00
