sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 32, tps: 870.89, reads: 12553.45, writes: 3499.57, response time: 69.99ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 32, tps: 884.00, reads: 12042.98, writes: 3527.99, response time: 67.99ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 32, tps: 841.99, reads: 12205.79, writes: 3472.94, response time: 73.32ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 32, tps: 878.00, reads: 12241.04, writes: 3439.01, response time: 69.97ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 32, tps: 846.98, reads: 11893.66, writes: 3460.90, response time: 68.91ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 32, tps: 907.04, reads: 12508.62, writes: 3523.17, response time: 68.87ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 32, tps: 882.98, reads: 12543.67, writes: 3543.91, response time: 70.48ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 32, tps: 879.00, reads: 12286.04, writes: 3540.01, response time: 66.68ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 32, tps: 865.02, reads: 11749.29, writes: 3427.08, response time: 71.43ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 32, tps: 854.97, reads: 12371.53, writes: 3502.87, response time: 56.25ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 32, tps: 874.98, reads: 12252.78, writes: 3525.94, response time: 68.77ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 32, tps: 873.00, reads: 12204.95, writes: 3430.99, response time: 70.67ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 32, tps: 845.02, reads: 11793.22, writes: 3345.06, response time: 76.62ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 32, tps: 870.01, reads: 11963.13, writes: 3456.04, response time: 67.85ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 32, tps: 879.99, reads: 12587.90, writes: 3590.97, response time: 66.24ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 32, tps: 871.99, reads: 12205.91, writes: 3488.97, response time: 71.63ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 32, tps: 875.99, reads: 12269.93, writes: 3559.98, response time: 66.84ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 32, tps: 843.02, reads: 11802.32, writes: 3372.09, response time: 70.08ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 32, tps: 876.01, reads: 12213.19, writes: 3384.05, response time: 73.54ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 32, tps: 897.99, reads: 12447.88, writes: 3589.97, response time: 68.97ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 32, tps: 809.98, reads: 11232.79, writes: 3269.94, response time: 80.21ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 32, tps: 894.01, reads: 12742.20, writes: 3568.06, response time: 67.83ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 32, tps: 829.00, reads: 11291.94, writes: 3295.98, response time: 74.36ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 32, tps: 846.00, reads: 12194.99, writes: 3433.00, response time: 68.79ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 32, tps: 832.02, reads: 11612.26, writes: 3305.07, response time: 74.58ms (99%), errors: 0.00, reconnects:  0.00
