

1,2.00,41.99,12.00,338.26,0.00,0.00
1,5.00,61.00,16.00,465.55,0.00,0.00
1,7.00,107.00,28.00,205.19,0.00,0.00
1,9.00,126.00,36.00,186.45,0.00,0.00
1,7.00,98.00,28.00,251.36,0.00,0.00
1,7.00,84.00,28.00,341.11,0.00,0.00
1,7.00,106.00,28.00,211.49,0.00,0.00
1,11.00,148.00,44.00,168.20,0.00,0.00
1,7.00,110.00,32.00,235.55,0.00,0.00
1,10.00,140.00,38.00,185.56,0.00,0.00
1,9.00,122.00,34.00,228.95,0.00,0.00
1,10.00,134.00,40.00,223.60,0.00,0.00
1,10.00,150.00,40.00,169.57,0.00,0.00
1,8.00,104.00,32.00,214.10,0.00,0.00
1,9.00,133.00,36.00,216.87,0.00,0.00
1,7.00,97.00,28.00,247.92,0.00,0.00
1,8.00,114.00,33.00,201.78,0.00,0.00
1,8.00,112.00,35.00,209.03,0.00,0.00
1,12.00,164.00,44.00,249.41,0.00,0.00
1,8.00,104.00,32.00,212.18,0.00,0.00
1,7.00,106.00,28.00,208.97,0.00,0.00
1,8.00,108.00,32.00,325.06,0.00,0.00
1,10.00,148.00,44.00,143.05,0.00,0.00
1,9.00,123.00,32.00,254.23,0.00,0.00
1,12.00,164.00,48.00,294.13,0.00,0.00
1,13.00,176.00,52.00,147.75,0.00,0.00
1,7.00,106.00,28.00,232.05,0.00,0.00
1,8.00,117.00,34.00,202.26,0.00,0.00
1,11.00,151.00,42.00,163.73,0.00,0.00
1,9.00,115.00,36.00,229.98,0.00,0.00
1,10.00,148.00,40.00,185.56,0.00,0.00
1,7.00,99.00,28.00,332.34,0.00,0.00
1,9.00,121.00,36.00,179.98,0.00,0.00
1,10.00,149.00,40.00,167.65,0.00,0.00
1,10.00,138.00,40.00,231.29,0.00,0.00
1,9.00,129.00,40.00,359.46,0.00,0.00
1,8.00,103.00,28.00,238.10,0.00,0.00
1,10.00,136.00,40.00,180.62,0.00,0.00
1,8.00,119.00,32.00,160.91,0.00,0.00
1,9.00,132.00,36.00,191.14,0.00,0.00
1,7.00,98.00,32.00,234.21,0.00,0.00
1,11.00,141.00,40.00,193.79,0.00,0.00
1,9.00,136.00,36.00,249.63,0.00,0.00
1,9.00,126.00,36.00,191.94,0.00,0.00
1,11.00,145.00,44.00,174.30,0.00,0.00
1,10.00,152.00,43.00,158.00,0.00,0.00
1,12.00,168.00,49.00,195.42,0.00,0.00
1,12.00,168.00,44.00,138.34,0.00,0.00
1,9.00,115.00,36.00,259.23,0.00,0.00
1,11.00,165.00,47.00,183.57,0.00,0.00
1,14.00,196.00,56.00,181.93,0.00,0.00
1,11.00,154.00,45.00,182.25,0.00,0.00
1,13.00,179.00,48.00,139.13,0.00,0.00
1,10.00,142.00,40.00,184.34,0.00,0.00
1,13.00,169.00,52.00,234.28,0.00,0.00
1,7.00,111.00,28.00,195.01,0.00,0.00
1,10.00,141.00,41.00,256.68,0.00,0.00
1,11.00,152.01,43.00,171.40,0.00,0.00
1,11.00,153.99,44.00,166.00,0.00,0.00
1,13.00,174.00,52.00,189.71,0.00,0.00
1,14.00,195.00,56.00,175.98,0.00,0.00
1,9.00,137.00,38.00,192.28,0.00,0.00
1,9.00,122.00,34.00,170.33,0.00,0.00
1,11.00,158.00,47.00,185.17,0.00,0.00
1,11.00,152.00,41.00,179.81,0.00,0.00
1,13.00,184.00,56.00,246.44,0.00,0.00
1,10.00,140.00,36.00,156.03,0.00,0.00
1,11.00,152.00,44.00,160.34,0.00,0.00
1,8.00,110.00,32.00,207.35,0.00,0.00
1,11.00,158.00,45.00,216.29,0.00,0.00
1,11.00,140.00,43.00,146.48,0.00,0.00
1,11.00,165.00,44.00,152.34,0.00,0.00
1,12.00,158.00,48.00,176.14,0.00,0.00
1,11.00,164.00,44.00,167.35,0.00,0.00
1,14.00,185.00,56.00,215.06,0.00,0.00
1,11.00,168.00,45.00,187.00,0.00,0.00
1,10.00,140.00,42.00,177.67,0.00,0.00
1,12.00,165.00,45.00,187.45,0.00,0.00
1,10.00,142.00,40.00,165.26,0.00,0.00
1,11.00,155.00,44.00,188.13,0.00,0.00
1,11.00,152.00,44.00,213.08,0.00,0.00
1,10.00,141.00,40.00,204.76,0.00,0.00
1,11.00,155.00,45.00,172.38,0.00,0.00
1,12.00,155.00,47.00,203.96,0.00,0.00
1,10.00,153.00,44.00,145.08,0.00,0.00
1,12.00,158.00,44.00,194.72,0.00,0.00
1,10.00,147.00,40.00,162.17,0.00,0.00
1,11.00,155.99,44.00,170.02,0.00,0.00
1,15.00,198.01,60.00,157.81,0.00,0.00
1,10.00,152.99,43.00,166.05,0.00,0.00
1,12.00,164.00,45.00,189.88,0.00,0.00
1,12.00,170.00,48.00,166.50,0.00,0.00
1,10.00,142.00,40.00,170.38,0.00,0.00
1,14.00,196.00,57.00,193.26,0.00,0.00
1,12.00,166.00,47.00,184.50,0.00,0.00
1,10.00,142.00,43.00,240.11,0.00,0.00
1,9.00,123.99,33.00,252.64,0.00,0.00
1,7.00,100.00,30.00,221.53,0.00,0.00
1,9.00,123.00,34.00,292.20,0.00,0.00
1,14.00,197.00,56.00,131.59,0.00,0.00
1,10.00,140.00,40.00,202.26,0.00,0.00
1,12.00,169.00,48.00,151.29,0.00,0.00
1,10.00,141.00,44.00,183.51,0.00,0.00
1,9.00,126.00,33.00,227.92,0.00,0.00
1,11.00,154.00,43.00,199.50,0.00,0.00
1,10.00,137.00,40.00,274.56,0.00,0.00
1,7.00,87.00,28.00,230.32,0.00,0.00
1,8.00,115.00,32.00,311.07,0.00,0.00
1,7.00,105.00,28.00,244.24,0.00,0.00
1,9.00,127.00,36.00,179.44,0.00,0.00
1,9.00,129.00,39.00,256.76,0.00,0.00
1,8.00,98.00,29.00,259.07,0.00,0.00
1,10.00,152.99,40.00,181.49,0.00,0.00
1,12.00,158.01,48.00,154.08,0.00,0.00
1,11.00,162.00,44.00,238.03,0.00,0.00
1,9.00,118.00,36.00,201.78,0.00,0.00
1,10.00,151.00,43.00,202.75,0.00,0.00
1,12.00,154.00,45.00,213.39,0.00,0.00
1,10.00,154.00,44.00,241.04,0.00,0.00
1,8.00,104.00,28.00,184.34,0.00,0.00
1,8.00,118.00,32.00,229.70,0.00,0.00
1,8.00,111.00,32.00,301.08,0.00,0.00
1,14.00,199.00,56.00,228.54,0.00,0.00
1,12.00,168.00,51.00,192.46,0.00,0.00
1,10.00,140.00,39.00,218.76,0.00,0.00
1,11.00,154.00,42.00,234.78,0.00,0.00
1,11.00,149.00,44.00,283.67,0.00,0.00
1,12.00,169.00,48.00,144.00,0.00,0.00
1,6.00,84.00,24.00,222.19,0.00,0.00
1,10.00,142.00,40.00,193.44,0.00,0.00
1,7.00,100.00,31.00,219.88,0.00,0.00
1,9.00,123.00,33.00,227.10,0.00,0.00
1,10.00,139.00,40.00,223.46,0.00,0.00
1,11.00,144.00,44.00,172.80,0.00,0.00
1,8.00,124.00,32.00,164.76,0.00,0.00
1,12.00,170.00,49.00,208.35,0.00,0.00
1,10.00,140.00,41.00,178.15,0.00,0.00
1,12.00,168.00,48.00,249.63,0.00,0.00
1,12.00,164.00,46.00,154.12,0.00,0.00
1,9.00,120.00,36.00,251.36,0.00,0.00
1,10.00,150.00,44.00,263.61,0.00,0.00
1,13.00,181.00,48.00,175.24,0.00,0.00
1,15.00,201.00,60.00,202.14,0.00,0.00
1,11.00,159.00,44.00,182.14,0.00,0.00
1,11.00,158.00,44.00,176.98,0.00,0.00
1,13.00,181.00,52.00,173.57,0.00,0.00
1,12.00,170.01,50.00,165.26,0.00,0.00
1,9.00,120.00,34.00,204.21,0.00,0.00
1,10.00,145.00,40.00,188.07,0.00,0.00
1,13.00,180.00,52.00,164.42,0.00,0.00
1,14.00,196.00,56.00,181.11,0.00,0.00
1,9.00,122.00,36.00,177.57,0.00,0.00
1,12.00,170.00,48.00,203.42,0.00,0.00
1,13.00,187.00,54.00,136.73,0.00,0.00
1,15.00,204.00,58.00,192.34,0.00,0.00
1,12.00,165.01,48.00,146.17,0.00,0.00
