sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 512
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 512, tps: 1031.60, reads: 21247.42, writes: 4262.83, response time: 387.04ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 512, tps: 1570.98, reads: 20972.67, writes: 6146.90, response time: 365.09ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 512, tps: 1533.00, reads: 19356.95, writes: 6268.98, response time: 513.89ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 512, tps: 1523.02, reads: 20062.25, writes: 6092.08, response time: 460.97ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 512, tps: 1074.99, reads: 19508.85, writes: 5957.96, response time: 424.67ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 512, tps: 1586.92, reads: 21388.94, writes: 4610.77, response time: 446.84ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 512, tps: 1537.06, reads: 19432.80, writes: 6098.25, response time: 390.77ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 512, tps: 1553.02, reads: 18365.27, writes: 6212.09, response time: 370.16ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 512, tps: 1057.96, reads: 21347.17, writes: 4598.82, response time: 390.06ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 512, tps: 1573.05, reads: 20628.60, writes: 5926.17, response time: 369.94ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 512, tps: 1549.03, reads: 19468.37, writes: 6301.12, response time: 407.98ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 512, tps: 1536.00, reads: 19882.97, writes: 6152.99, response time: 428.89ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 512, tps: 1060.95, reads: 20059.01, writes: 4649.77, response time: 396.18ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 512, tps: 1588.01, reads: 20894.15, writes: 5869.04, response time: 414.87ms (99%), errors: 0.00, reconnects:  0.00
