sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 256
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 256, tps: 1279.71, reads: 20936.20, writes: 5118.83, response time: 195.30ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 256, tps: 1283.03, reads: 18468.38, writes: 5893.12, response time: 199.73ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 256, tps: 1533.94, reads: 21210.19, writes: 5387.79, response time: 177.73ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 256, tps: 1316.07, reads: 18293.96, writes: 6141.32, response time: 200.51ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 256, tps: 1502.03, reads: 19923.44, writes: 5126.11, response time: 201.36ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 256, tps: 1284.98, reads: 19473.71, writes: 5240.92, response time: 196.30ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 256, tps: 1544.00, reads: 18792.97, writes: 6066.99, response time: 208.78ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 256, tps: 1288.99, reads: 20668.82, writes: 5168.96, response time: 197.48ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 256, tps: 1282.93, reads: 18214.03, writes: 6084.68, response time: 200.81ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 256, tps: 1535.12, reads: 20442.65, writes: 5178.42, response time: 197.53ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 256, tps: 1292.96, reads: 18302.39, writes: 5179.83, response time: 216.48ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 256, tps: 1286.02, reads: 18336.22, writes: 5193.06, response time: 265.43ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 256, tps: 1495.03, reads: 20159.39, writes: 6114.12, response time: 280.46ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 256, tps: 1343.00, reads: 19042.00, writes: 5499.00, response time: 224.00ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 256, tps: 1430.00, reads: 20205.97, writes: 5784.99, response time: 209.16ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 256, tps: 1394.97, reads: 19502.62, writes: 5550.89, response time: 218.50ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 256, tps: 1485.03, reads: 20534.45, writes: 5892.13, response time: 210.10ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 256, tps: 1356.98, reads: 19273.66, writes: 5477.90, response time: 231.91ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 256, tps: 1445.02, reads: 19941.34, writes: 5715.10, response time: 206.48ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 256, tps: 1358.94, reads: 19224.15, writes: 5478.76, response time: 221.07ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 256, tps: 1504.07, reads: 20797.97, writes: 5964.28, response time: 204.45ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 256, tps: 1409.97, reads: 19728.53, writes: 5642.86, response time: 207.78ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 256, tps: 1448.97, reads: 20579.60, writes: 5829.89, response time: 213.65ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 256, tps: 1371.03, reads: 19030.46, writes: 5442.13, response time: 224.87ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 256, tps: 1469.03, reads: 20595.35, writes: 5905.10, response time: 216.48ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 256, tps: 1384.98, reads: 19100.70, writes: 5430.92, response time: 238.10ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 256, tps: 1469.02, reads: 20659.34, writes: 5889.10, response time: 204.64ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 256, tps: 1360.97, reads: 18816.62, writes: 5387.89, response time: 220.80ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 256, tps: 1439.03, reads: 20313.38, writes: 5855.11, response time: 213.27ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 256, tps: 1395.97, reads: 19335.55, writes: 5501.87, response time: 219.22ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 256, tps: 1463.01, reads: 20990.17, writes: 5980.05, response time: 207.60ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 256, tps: 1342.99, reads: 18715.86, writes: 5377.96, response time: 221.80ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 256, tps: 1526.00, reads: 20999.98, writes: 6019.99, response time: 204.39ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 256, tps: 1406.03, reads: 20058.43, writes: 5698.12, response time: 209.66ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 256, tps: 1492.01, reads: 20629.09, writes: 5914.02, response time: 213.84ms (99%), errors: 0.00, reconnects:  0.00
[  36s] threads: 256, tps: 1355.98, reads: 19077.66, writes: 5450.90, response time: 226.36ms (99%), errors: 0.00, reconnects:  0.00
[  37s] threads: 256, tps: 1479.03, reads: 20867.39, writes: 5974.11, response time: 210.16ms (99%), errors: 0.00, reconnects:  0.00
[  38s] threads: 256, tps: 1365.99, reads: 18950.91, writes: 5336.97, response time: 228.06ms (99%), errors: 0.00, reconnects:  0.00
[  39s] threads: 256, tps: 1455.97, reads: 20513.62, writes: 5874.89, response time: 218.04ms (99%), errors: 0.00, reconnects:  0.00
[  40s] threads: 256, tps: 1439.03, reads: 19852.39, writes: 5701.11, response time: 214.42ms (99%), errors: 0.00, reconnects:  0.00
[  41s] threads: 256, tps: 1453.97, reads: 20506.57, writes: 5855.88, response time: 203.05ms (99%), errors: 0.00, reconnects:  0.00
[  42s] threads: 256, tps: 1449.03, reads: 20356.48, writes: 5816.14, response time: 204.58ms (99%), errors: 0.00, reconnects:  0.00
[  43s] threads: 256, tps: 1345.98, reads: 19169.70, writes: 5498.91, response time: 224.40ms (99%), errors: 0.00, reconnects:  0.00
[  44s] threads: 256, tps: 1346.01, reads: 18676.15, writes: 5270.04, response time: 237.18ms (99%), errors: 0.00, reconnects:  0.00
[  45s] threads: 256, tps: 1404.98, reads: 19365.78, writes: 5578.94, response time: 228.60ms (99%), errors: 0.00, reconnects:  0.00
[  46s] threads: 256, tps: 1335.00, reads: 19210.02, writes: 5430.01, response time: 216.81ms (99%), errors: 0.00, reconnects:  0.00
[  47s] threads: 256, tps: 1459.02, reads: 19907.33, writes: 5787.10, response time: 222.79ms (99%), errors: 0.00, reconnects:  0.00
[  48s] threads: 256, tps: 1438.98, reads: 20022.67, writes: 5651.91, response time: 216.03ms (99%), errors: 0.00, reconnects:  0.00
[  49s] threads: 256, tps: 1403.03, reads: 20267.38, writes: 5815.11, response time: 207.91ms (99%), errors: 0.00, reconnects:  0.00
[  50s] threads: 256, tps: 1491.97, reads: 20466.63, writes: 5866.89, response time: 201.54ms (99%), errors: 0.00, reconnects:  0.00
[  51s] threads: 256, tps: 1507.99, reads: 21003.81, writes: 6027.95, response time: 204.51ms (99%), errors: 0.00, reconnects:  0.00
[  52s] threads: 256, tps: 1445.01, reads: 20517.14, writes: 5841.04, response time: 209.72ms (99%), errors: 0.00, reconnects:  0.00
[  53s] threads: 256, tps: 1428.99, reads: 20057.91, writes: 5712.98, response time: 213.27ms (99%), errors: 0.00, reconnects:  0.00
[  54s] threads: 256, tps: 1461.99, reads: 20147.84, writes: 5773.95, response time: 205.00ms (99%), errors: 0.00, reconnects:  0.00
[  55s] threads: 256, tps: 1418.02, reads: 20205.26, writes: 5784.07, response time: 212.69ms (99%), errors: 0.00, reconnects:  0.00
[  56s] threads: 256, tps: 1501.03, reads: 20830.38, writes: 5876.11, response time: 199.50ms (99%), errors: 0.00, reconnects:  0.00
[  57s] threads: 256, tps: 1406.97, reads: 20124.60, writes: 5798.88, response time: 215.51ms (99%), errors: 0.00, reconnects:  0.00
[  58s] threads: 256, tps: 1429.00, reads: 19827.99, writes: 5678.00, response time: 211.68ms (99%), errors: 0.00, reconnects:  0.00
[  59s] threads: 256, tps: 1367.01, reads: 18903.09, writes: 5381.02, response time: 235.48ms (99%), errors: 0.00, reconnects:  0.00
[  60s] threads: 256, tps: 1390.97, reads: 19520.60, writes: 5554.89, response time: 220.21ms (99%), errors: 0.00, reconnects:  0.00
[  61s] threads: 256, tps: 1366.05, reads: 19181.67, writes: 5490.19, response time: 228.88ms (99%), errors: 0.00, reconnects:  0.00
[  62s] threads: 256, tps: 1399.98, reads: 19101.73, writes: 5462.92, response time: 223.06ms (99%), errors: 0.00, reconnects:  0.00
[  63s] threads: 256, tps: 1359.01, reads: 19770.22, writes: 5692.06, response time: 219.88ms (99%), errors: 0.00, reconnects:  0.00
[  64s] threads: 256, tps: 1427.01, reads: 19633.16, writes: 5583.05, response time: 229.98ms (99%), errors: 0.00, reconnects:  0.00
[  65s] threads: 256, tps: 1395.00, reads: 19508.95, writes: 5599.98, response time: 221.00ms (99%), errors: 0.00, reconnects:  0.00
[  66s] threads: 256, tps: 1420.95, reads: 19728.33, writes: 5617.81, response time: 213.46ms (99%), errors: 0.00, reconnects:  0.00
[  67s] threads: 256, tps: 1380.97, reads: 19161.54, writes: 5459.87, response time: 223.86ms (99%), errors: 0.00, reconnects:  0.00
[  68s] threads: 256, tps: 1368.03, reads: 19549.44, writes: 5576.12, response time: 224.53ms (99%), errors: 0.00, reconnects:  0.00
[  69s] threads: 256, tps: 1361.02, reads: 18998.31, writes: 5466.09, response time: 238.89ms (99%), errors: 0.00, reconnects:  0.00
[  70s] threads: 256, tps: 1501.99, reads: 20856.91, writes: 5907.97, response time: 203.96ms (99%), errors: 0.00, reconnects:  0.00
[  71s] threads: 256, tps: 1433.97, reads: 20341.57, writes: 5899.88, response time: 218.37ms (99%), errors: 0.00, reconnects:  0.00
[  72s] threads: 256, tps: 1485.02, reads: 20783.33, writes: 5879.09, response time: 203.90ms (99%), errors: 0.00, reconnects:  0.00
[  73s] threads: 256, tps: 1429.04, reads: 20133.54, writes: 5696.15, response time: 212.31ms (99%), errors: 0.00, reconnects:  0.00
[  74s] threads: 256, tps: 1486.97, reads: 20345.63, writes: 5907.89, response time: 212.12ms (99%), errors: 0.00, reconnects:  0.00
[  75s] threads: 256, tps: 1262.01, reads: 18065.10, writes: 5139.03, response time: 271.05ms (99%), errors: 0.00, reconnects:  0.00
[  76s] threads: 256, tps: 1380.94, reads: 19127.19, writes: 5427.77, response time: 227.72ms (99%), errors: 0.00, reconnects:  0.00
[  77s] threads: 256, tps: 1336.08, reads: 18976.10, writes: 5416.31, response time: 230.80ms (99%), errors: 0.00, reconnects:  0.00
[  78s] threads: 256, tps: 1392.97, reads: 19595.55, writes: 5625.87, response time: 223.53ms (99%), errors: 0.00, reconnects:  0.00
[  79s] threads: 256, tps: 1487.03, reads: 20366.42, writes: 5796.12, response time: 208.97ms (99%), errors: 0.00, reconnects:  0.00
[  80s] threads: 256, tps: 1365.00, reads: 19458.03, writes: 5605.01, response time: 220.74ms (99%), errors: 0.00, reconnects:  0.00
[  81s] threads: 256, tps: 1486.96, reads: 20677.50, writes: 5892.86, response time: 217.52ms (99%), errors: 0.00, reconnects:  0.00
[  82s] threads: 256, tps: 1365.03, reads: 18937.41, writes: 5397.12, response time: 233.03ms (99%), errors: 0.00, reconnects:  0.00
[  83s] threads: 256, tps: 1394.98, reads: 19795.66, writes: 5667.90, response time: 215.77ms (99%), errors: 0.00, reconnects:  0.00
