sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 16
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 16, tps: 492.91, reads: 7101.67, writes: 2000.62, response time: 47.02ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 16, tps: 525.03, reads: 7355.40, writes: 2105.11, response time: 46.80ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 16, tps: 507.99, reads: 6992.84, writes: 2002.95, response time: 57.12ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 16, tps: 500.00, reads: 7080.05, writes: 2013.01, response time: 58.98ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 16, tps: 502.00, reads: 7035.99, writes: 2007.00, response time: 60.37ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 16, tps: 511.99, reads: 7186.89, writes: 2059.97, response time: 53.98ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 16, tps: 508.02, reads: 7060.28, writes: 2020.08, response time: 50.03ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 16, tps: 507.97, reads: 7129.53, writes: 2026.87, response time: 61.45ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 16, tps: 508.04, reads: 7136.56, writes: 2040.16, response time: 51.79ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 16, tps: 524.99, reads: 7320.86, writes: 2096.96, response time: 43.67ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 16, tps: 515.98, reads: 7258.72, writes: 2060.92, response time: 45.48ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 16, tps: 516.02, reads: 7218.33, writes: 2078.09, response time: 46.07ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 16, tps: 503.99, reads: 7062.83, writes: 2004.95, response time: 55.62ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 16, tps: 521.00, reads: 7297.03, writes: 2096.01, response time: 45.06ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 16, tps: 495.99, reads: 6967.81, writes: 1997.95, response time: 50.34ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 16, tps: 526.01, reads: 7280.17, writes: 2087.05, response time: 42.82ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 16, tps: 511.01, reads: 7136.13, writes: 2033.04, response time: 56.93ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 16, tps: 509.99, reads: 7199.86, writes: 2057.96, response time: 44.12ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 16, tps: 499.00, reads: 7029.96, writes: 1999.99, response time: 64.06ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 16, tps: 532.00, reads: 7356.03, writes: 2104.01, response time: 42.69ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 16, tps: 485.00, reads: 6809.01, writes: 1937.00, response time: 67.87ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 16, tps: 520.99, reads: 7354.82, writes: 2097.95, response time: 43.96ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 16, tps: 508.00, reads: 7089.04, writes: 2028.01, response time: 50.90ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 16, tps: 528.00, reads: 7363.94, writes: 2116.98, response time: 44.81ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 16, tps: 496.03, reads: 6929.35, writes: 1981.10, response time: 61.76ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 16, tps: 517.97, reads: 7259.54, writes: 2061.87, response time: 45.20ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 16, tps: 488.02, reads: 6783.25, writes: 1942.07, response time: 52.89ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 16, tps: 528.00, reads: 7480.95, writes: 2119.99, response time: 43.24ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 16, tps: 508.00, reads: 7023.04, writes: 2038.01, response time: 52.57ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 16, tps: 527.99, reads: 7407.91, writes: 2099.98, response time: 43.88ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 16, tps: 494.01, reads: 6974.09, writes: 1988.03, response time: 60.14ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 16, tps: 523.00, reads: 7359.99, writes: 2102.00, response time: 45.81ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 16, tps: 492.00, reads: 6888.04, writes: 1975.01, response time: 60.88ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 16, tps: 533.99, reads: 7363.85, writes: 2109.96, response time: 43.05ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 16, tps: 497.02, reads: 7005.26, writes: 1999.07, response time: 68.97ms (99%), errors: 0.00, reconnects:  0.00
[  36s] threads: 16, tps: 520.99, reads: 7312.82, writes: 2087.95, response time: 48.33ms (99%), errors: 0.00, reconnects:  0.00
[  37s] threads: 16, tps: 496.01, reads: 6929.18, writes: 1987.05, response time: 51.82ms (99%), errors: 0.00, reconnects:  0.00
[  38s] threads: 16, tps: 515.97, reads: 7259.62, writes: 2051.89, response time: 46.66ms (99%), errors: 0.00, reconnects:  0.00
