sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 128
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Initializing worker threads...

Threads started!

[   1s] threads: 128, tps: 1274.79, reads: 19266.87, writes: 5099.17, response time: 113.30ms (99%), errors: 0.00, reconnects:  0.00
[   2s] threads: 128, tps: 1273.00, reads: 18183.96, writes: 5351.99, response time: 107.55ms (99%), errors: 0.00, reconnects:  0.00
[   3s] threads: 128, tps: 1398.04, reads: 18068.46, writes: 5333.14, response time: 110.09ms (99%), errors: 0.00, reconnects:  0.00
[   4s] threads: 128, tps: 1272.00, reads: 18904.95, writes: 5086.99, response time: 107.52ms (99%), errors: 0.00, reconnects:  0.00
[   5s] threads: 128, tps: 1263.00, reads: 17728.03, writes: 5060.01, response time: 187.73ms (99%), errors: 0.00, reconnects:  0.00
[   6s] threads: 128, tps: 1272.93, reads: 18145.04, writes: 5118.73, response time: 110.98ms (99%), errors: 0.00, reconnects:  0.00
[   7s] threads: 128, tps: 1403.05, reads: 18057.64, writes: 5577.20, response time: 107.45ms (99%), errors: 0.00, reconnects:  0.00
[   8s] threads: 128, tps: 1273.00, reads: 18875.00, writes: 5092.00, response time: 120.83ms (99%), errors: 0.00, reconnects:  0.00
[   9s] threads: 128, tps: 1274.91, reads: 18422.63, writes: 5306.60, response time: 105.29ms (99%), errors: 0.00, reconnects:  0.00
[  10s] threads: 128, tps: 1390.13, reads: 17918.64, writes: 5354.49, response time: 173.73ms (99%), errors: 0.00, reconnects:  0.00
[  11s] threads: 128, tps: 1272.00, reads: 18753.99, writes: 5091.00, response time: 109.53ms (99%), errors: 0.00, reconnects:  0.00
[  12s] threads: 128, tps: 1272.00, reads: 18254.99, writes: 5090.00, response time: 123.50ms (99%), errors: 0.00, reconnects:  0.00
[  13s] threads: 128, tps: 1274.93, reads: 18003.99, writes: 5603.69, response time: 105.70ms (99%), errors: 0.00, reconnects:  0.00
[  14s] threads: 128, tps: 1403.08, reads: 18033.02, writes: 5102.29, response time: 112.79ms (99%), errors: 0.00, reconnects:  0.00
[  15s] threads: 128, tps: 1276.97, reads: 19484.52, writes: 5315.87, response time: 98.20ms (99%), errors: 0.00, reconnects:  0.00
[  16s] threads: 128, tps: 1270.98, reads: 17774.75, writes: 4986.93, response time: 164.42ms (99%), errors: 0.00, reconnects:  0.00
[  17s] threads: 128, tps: 1404.05, reads: 18224.69, writes: 5505.21, response time: 102.64ms (99%), errors: 0.00, reconnects:  0.00
[  18s] threads: 128, tps: 1276.96, reads: 18883.35, writes: 5107.82, response time: 106.43ms (99%), errors: 0.00, reconnects:  0.00
[  19s] threads: 128, tps: 1266.99, reads: 18026.89, writes: 5069.97, response time: 110.78ms (99%), errors: 0.00, reconnects:  0.00
[  20s] threads: 128, tps: 1273.03, reads: 17272.41, writes: 5094.12, response time: 116.29ms (99%), errors: 0.00, reconnects:  0.00
[  21s] threads: 128, tps: 1406.99, reads: 18614.81, writes: 5623.94, response time: 99.38ms (99%), errors: 0.00, reconnects:  0.00
[  22s] threads: 128, tps: 1150.01, reads: 17889.12, writes: 5106.03, response time: 107.39ms (99%), errors: 0.00, reconnects:  0.00
[  23s] threads: 128, tps: 1406.00, reads: 19534.05, writes: 5120.01, response time: 104.22ms (99%), errors: 0.00, reconnects:  0.00
[  24s] threads: 128, tps: 1275.03, reads: 17516.35, writes: 5098.10, response time: 110.92ms (99%), errors: 0.00, reconnects:  0.00
[  25s] threads: 128, tps: 1270.87, reads: 18271.14, writes: 5406.45, response time: 107.97ms (99%), errors: 0.00, reconnects:  0.00
[  26s] threads: 128, tps: 1275.10, reads: 17599.33, writes: 4777.36, response time: 123.10ms (99%), errors: 0.00, reconnects:  0.00
[  27s] threads: 128, tps: 1396.97, reads: 18360.65, writes: 5589.89, response time: 112.52ms (99%), errors: 0.00, reconnects:  0.00
[  28s] threads: 128, tps: 1146.02, reads: 17458.37, writes: 4703.10, response time: 127.90ms (99%), errors: 0.00, reconnects:  0.00
[  29s] threads: 128, tps: 1398.97, reads: 19287.61, writes: 5478.89, response time: 108.00ms (99%), errors: 0.00, reconnects:  0.00
[  30s] threads: 128, tps: 1272.05, reads: 17957.76, writes: 5089.21, response time: 106.52ms (99%), errors: 0.00, reconnects:  0.00
[  31s] threads: 128, tps: 1400.00, reads: 18849.05, writes: 5603.01, response time: 100.70ms (99%), errors: 0.00, reconnects:  0.00
[  32s] threads: 128, tps: 1278.00, reads: 17395.94, writes: 5103.98, response time: 112.32ms (99%), errors: 0.00, reconnects:  0.00
[  33s] threads: 128, tps: 1272.00, reads: 18653.04, writes: 5088.01, response time: 113.03ms (99%), errors: 0.00, reconnects:  0.00
[  34s] threads: 128, tps: 1274.97, reads: 17533.62, writes: 5107.89, response time: 116.88ms (99%), errors: 0.00, reconnects:  0.00
[  35s] threads: 128, tps: 1269.00, reads: 18613.05, writes: 5098.01, response time: 181.27ms (99%), errors: 0.00, reconnects:  0.00
[  36s] threads: 128, tps: 1267.00, reads: 17714.06, writes: 5072.02, response time: 128.13ms (99%), errors: 0.00, reconnects:  0.00
[  37s] threads: 128, tps: 1405.02, reads: 18055.21, writes: 5588.07, response time: 107.29ms (99%), errors: 0.00, reconnects:  0.00
[  38s] threads: 128, tps: 1272.00, reads: 18201.07, writes: 5096.02, response time: 107.20ms (99%), errors: 0.00, reconnects:  0.00
[  39s] threads: 128, tps: 1275.97, reads: 18781.60, writes: 5093.89, response time: 106.05ms (99%), errors: 0.00, reconnects:  0.00
[  40s] threads: 128, tps: 1274.99, reads: 17085.91, writes: 5102.97, response time: 117.23ms (99%), errors: 0.00, reconnects:  0.00
[  41s] threads: 128, tps: 1273.01, reads: 17788.16, writes: 5089.05, response time: 115.39ms (99%), errors: 0.00, reconnects:  0.00
[  42s] threads: 128, tps: 1274.99, reads: 18567.84, writes: 5102.96, response time: 107.10ms (99%), errors: 0.00, reconnects:  0.00
[  43s] threads: 128, tps: 1277.01, reads: 18242.08, writes: 5118.02, response time: 107.55ms (99%), errors: 0.00, reconnects:  0.00
[  44s] threads: 128, tps: 1275.98, reads: 17958.67, writes: 5582.90, response time: 103.94ms (99%), errors: 0.00, reconnects:  0.00
[  45s] threads: 128, tps: 1405.05, reads: 19401.75, writes: 5128.20, response time: 112.56ms (99%), errors: 0.00, reconnects:  0.00
[  46s] threads: 128, tps: 1275.99, reads: 18079.91, writes: 5437.97, response time: 110.19ms (99%), errors: 0.00, reconnects:  0.00
[  47s] threads: 128, tps: 1408.98, reads: 18435.68, writes: 5308.91, response time: 114.84ms (99%), errors: 0.00, reconnects:  0.00
[  48s] threads: 128, tps: 1278.00, reads: 18840.05, writes: 5109.01, response time: 106.94ms (99%), errors: 0.00, reconnects:  0.00
[  49s] threads: 128, tps: 1273.00, reads: 18127.94, writes: 5150.98, response time: 173.89ms (99%), errors: 0.00, reconnects:  0.00
[  50s] threads: 128, tps: 1272.96, reads: 17891.46, writes: 5141.84, response time: 108.03ms (99%), errors: 0.00, reconnects:  0.00
[  51s] threads: 128, tps: 1276.99, reads: 17889.86, writes: 5321.96, response time: 122.91ms (99%), errors: 0.00, reconnects:  0.00
[  52s] threads: 128, tps: 1305.08, reads: 18104.14, writes: 5253.33, response time: 119.64ms (99%), errors: 0.00, reconnects:  0.00
[  53s] threads: 128, tps: 1271.00, reads: 17977.00, writes: 4867.00, response time: 130.89ms (99%), errors: 0.00, reconnects:  0.00
[  54s] threads: 128, tps: 1404.96, reads: 18263.47, writes: 5487.84, response time: 106.05ms (99%), errors: 0.00, reconnects:  0.00
[  55s] threads: 128, tps: 1149.99, reads: 17508.79, writes: 5097.94, response time: 132.38ms (99%), errors: 0.00, reconnects:  0.00
[  56s] threads: 128, tps: 1404.06, reads: 18468.77, writes: 5107.21, response time: 116.92ms (99%), errors: 0.00, reconnects:  0.00
[  57s] threads: 128, tps: 1137.93, reads: 17118.95, writes: 5063.69, response time: 182.53ms (99%), errors: 0.00, reconnects:  0.00
[  58s] threads: 128, tps: 1397.05, reads: 19206.73, writes: 5076.19, response time: 117.51ms (99%), errors: 0.00, reconnects:  0.00
[  59s] threads: 128, tps: 1270.99, reads: 17715.85, writes: 5083.96, response time: 179.54ms (99%), errors: 0.00, reconnects:  0.00
[  60s] threads: 128, tps: 1260.99, reads: 17969.79, writes: 5065.94, response time: 186.11ms (99%), errors: 0.00, reconnects:  0.00
[  61s] threads: 128, tps: 1401.01, reads: 18418.09, writes: 5582.03, response time: 101.70ms (99%), errors: 0.00, reconnects:  0.00
[  62s] threads: 128, tps: 1271.01, reads: 18935.20, writes: 5085.05, response time: 106.27ms (99%), errors: 0.00, reconnects:  0.00
[  63s] threads: 128, tps: 1145.97, reads: 16211.56, writes: 5087.86, response time: 179.65ms (99%), errors: 0.00, reconnects:  0.00
[  64s] threads: 128, tps: 1269.00, reads: 17766.02, writes: 5078.01, response time: 128.48ms (99%), errors: 0.00, reconnects:  0.00
[  65s] threads: 128, tps: 1390.07, reads: 17962.90, writes: 5057.25, response time: 185.94ms (99%), errors: 0.00, reconnects:  0.00
[  66s] threads: 128, tps: 1140.94, reads: 17467.13, writes: 5064.75, response time: 111.28ms (99%), errors: 0.00, reconnects:  0.00
[  67s] threads: 128, tps: 1291.03, reads: 18079.38, writes: 5102.11, response time: 146.04ms (99%), errors: 0.00, reconnects:  0.00
[  68s] threads: 128, tps: 1271.03, reads: 17791.44, writes: 5119.13, response time: 133.38ms (99%), errors: 0.00, reconnects:  0.00
[  69s] threads: 128, tps: 1396.98, reads: 19296.77, writes: 5116.94, response time: 121.09ms (99%), errors: 0.00, reconnects:  0.00
[  70s] threads: 128, tps: 1265.99, reads: 17945.80, writes: 5123.94, response time: 181.44ms (99%), errors: 0.00, reconnects:  0.00
[  71s] threads: 128, tps: 1275.04, reads: 17885.58, writes: 5255.17, response time: 110.16ms (99%), errors: 0.00, reconnects:  0.00
[  72s] threads: 128, tps: 1392.97, reads: 18827.61, writes: 5349.89, response time: 178.05ms (99%), errors: 0.00, reconnects:  0.00
[  73s] threads: 128, tps: 1273.98, reads: 18308.68, writes: 5095.91, response time: 110.22ms (99%), errors: 0.00, reconnects:  0.00
[  74s] threads: 128, tps: 1266.01, reads: 17931.14, writes: 5532.04, response time: 118.57ms (99%), errors: 0.00, reconnects:  0.00
[  75s] threads: 128, tps: 1275.97, reads: 17864.55, writes: 5112.87, response time: 112.32ms (99%), errors: 0.00, reconnects:  0.00
[  76s] threads: 128, tps: 1398.08, reads: 18663.03, writes: 5115.28, response time: 108.03ms (99%), errors: 0.00, reconnects:  0.00
[  77s] threads: 128, tps: 1274.97, reads: 18691.62, writes: 5128.89, response time: 105.01ms (99%), errors: 0.00, reconnects:  0.00
[  78s] threads: 128, tps: 1405.02, reads: 19277.23, writes: 5599.07, response time: 101.57ms (99%), errors: 0.00, reconnects:  0.00
[  79s] threads: 128, tps: 1272.98, reads: 18235.72, writes: 5141.92, response time: 105.19ms (99%), errors: 0.00, reconnects:  0.00
[  80s] threads: 128, tps: 1400.00, reads: 18664.95, writes: 5553.99, response time: 99.38ms (99%), errors: 0.00, reconnects:  0.00
[  81s] threads: 128, tps: 1273.01, reads: 18520.07, writes: 5082.02, response time: 106.11ms (99%), errors: 0.00, reconnects:  0.00
